item_no,sku,qty,description,product_family,product_type,product_dimension,ports,port_speed,poe_type,stacking,management,switch_layer,power_consumption,flash_memory,buffer_memory,throughput,latency,management_interface,network_interface,performance_tier,service_category,list_price_usd,street_price_usd,partner_price_usd,warranty_period,support_type,processor,operating_temp,storage_temp,humidity,compliance,package_contents,width,depth,height,weight_kg,availability,end_of_sale,orderability,duration,item_identifier,service_program,sheet,workbook,family,commercial_name,product_line,dimension,subscription_type,offer_type,product_name,wifi_standard,indoor_outdoor,antenna,radios,max_throughput,poe,controller_compat,eol_status,release_year
326,FED-C9300-24A-3Y,1,"Meraki FedRamp Advanced License for C9300-M 24-port,3year",Switches,Meraki MS License,License,24,Multi-Gig,,No,Controller,L2,1189,512MB,4MB,100Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,3653.74,3306.793718872784,3047.278214906439,Lifetime,24HR,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",17.89,37.62,2.92,12.29,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 24-port,3year",,License,,,,,,,,,,,,
1152,FED-C9300-24A-5Y,1,"Meraki FedRamp Advanced License for C9300-M 24-port,5year",Switches,MS License,License,24,1G,,No,Controller,L2,571,512MB,4MB,400Gbps,2.0μs,"USB, Network",24 x 1G Ethernet,Performance,CORE,4433.46,3931.306214060604,3751.663595269478,Lifetime,4HR,x86 1.0GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",41.31,20.55,2.05,6.31,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 24-port,5year",,License,,,,,,,,,,,,
328,FED-C9300-24A-7Y,1,"Meraki FedRamp Advanced License for C9300-M 24-port,7year",Switches,Meraki MS License,License,24,10G,,Yes,Controller,L3,1062,256MB,4MB,200Gbps,1.5μs,"USB, Network",24 x 10G Ethernet,Performance,CORE,3206.18,2962.434373617578,2244.498285338197,1 Year,Next Day,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",42.7,24.01,2.62,14.5,Out of Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 24-port,7year",,License,,,,,,,,,,,,
334,FED-C9300-24E-10Y,1,"Meraki FedRamp Enterprise License for C9300-M 24-port,10year",Switches,Meraki MS License,License,24,1G,,Yes,Cloud Managed,L3,60,64MB,1MB,200Gbps,2.0μs,"USB, Network",24 x 1G Ethernet,Premium,CORE,2.04,1.815663535850309,1.624277479334047,3 Years,NBD,x86 1.8GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",24.74,24.98,4.41,6.12,Out of Stock,EoL,ICW-ONLY,2,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 24-port,10year",,License,,,,,,,,,,,,
335,FED-C9300-24E-1Y,1,"Meraki FedRamp Enterprise License for C9300-M 24-port,1year",Switches,Meraki MS License,License,24,1G,,Yes,On-Prem,L2,839,512MB,1MB,400Gbps,2.0μs,"Console, Network",24 x 1G Ethernet,Essential,CORE,9347.6,8177.116351888352,7381.086730826281,5 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",21.4,36.97,1.26,10.32,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 24-port,1year",,License,,,,,,,,,,,,
336,FED-C9300-24E-3Y,1,"Meraki FedRamp Enterprise License for C9300-M 24-port,3year",Switches,Meraki MS License,License,24,10G,,Yes,Cloud Managed,L3,406,64MB,4MB,100Gbps,1.5μs,"Console, Network",24 x 10G Ethernet,Essential,CORE,585.04,553.7696858362284,455.4453617890576,5 Years,Next Day,x86 1.8GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",42.41,29.8,2.88,4.8,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 24-port,3year",,License,,,,,,,,,,,,
337,FED-C9300-24E-5Y,1,"Meraki FedRamp Enterprise License for C9300-M 24-port,5year",Switches,Meraki MS License,License,24,1G,,No,On-Prem,L2,209,256MB,8MB,400Gbps,2.5μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,1298.53,1168.404514007167,912.3071603601068,5 Years,Next Day,x86 1.0GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",24.58,25.67,3.21,8.89,Limited Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 24-port,5year",,License,,,,,,,,,,,,
1161,FED-C9300-24E-7Y,1,"Meraki FedRamp Enterprise License for C9300-M 24-port,7year",Switches,MS License,License,24,Multi-Gig,,Yes,On-Prem,L3,685,256MB,1MB,50Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,82.29,75.19247216002115,66.87413082019441,3 Years,4HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",21.94,21.9,1.92,12.36,Out of Stock,EoS,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 24-port,7year",,License,,,,,,,,,,,,
1153,FED-C9300-48A-10Y,1,"Meraki FedRamp Advanced License for C9300-M 48-port,10year",Switches,MS License,License,48,Multi-Gig,,Yes,On-Prem,L3,1155,128MB,4MB,100Gbps,3.0μs,"Console, Network",48 x Multi-Gig Ethernet,Premium,CORE,2326.11,2081.883975415051,1814.190792756807,Lifetime,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.74,29.26,2.18,10.95,Out of Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 48-port,10year",,License,,,,,,,,,,,,
330,FED-C9300-48A-1Y,1,"Meraki FedRamp Advanced License for C9300-M 48-port,1year",Switches,Meraki MS License,License,48,Multi-Gig,,Yes,Controller,L2,1077,64MB,2MB,50Gbps,2.5μs,"Console, Network",48 x Multi-Gig Ethernet,Essential,CORE,3274.42,2828.356642452944,2774.697934086925,1 Year,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.78,28.57,1.24,9.49,Limited Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 48-port,1year",,License,,,,,,,,,,,,
331,FED-C9300-48A-3Y,1,"Meraki FedRamp Advanced License for C9300-M 48-port,3year",Switches,Meraki MS License,License,48,Multi-Gig,,No,Controller,L3,1123,256MB,2MB,100Gbps,2.0μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,1142.99,1020.119721070856,863.8142535433235,1 Year,Next Day,x86 1.8GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",33.5,39.23,2.89,8.58,In Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 48-port,3year",,License,,,,,,,,,,,,
332,FED-C9300-48A-5Y,1,"Meraki FedRamp Advanced License for C9300-M 48-port,5year",Switches,Meraki MS License,License,48,Multi-Gig,,No,Controller,L3,1121,256MB,1MB,400Gbps,1.5μs,"Console, USB, Network",48 x Multi-Gig Ethernet,Performance,CORE,1650.76,1491.5744201092,1366.283457577741,Lifetime,Next Day,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",29.91,26.27,2.1,7.2,Out of Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 48-port,5year",,License,,,,,,,,,,,,
1157,FED-C9300-48A-7Y,1,"Meraki FedRamp Advanced License for C9300-M 48-port,7year",Switches,MS License,License,48,1G,,Yes,Controller,L3,916,256MB,8MB,400Gbps,1.5μs,"USB, Network",48 x 1G Ethernet,Essential,CORE,982.43,932.5623842919497,713.815787868903,3 Years,24HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",36.65,39.82,3.95,4.62,Limited Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Advanced License for C9300-M 48-port,7year",,License,,,,,,,,,,,,
1162,FED-C9300-48E-10Y,1,"Meraki FedRamp Enterprise License for C9300-M 48-port,10year",Switches,MS License,License,48,Multi-Gig,,No,On-Prem,L3,543,512MB,2MB,200Gbps,1.5μs,"USB, Network",48 x Multi-Gig Ethernet,Essential,CORE,384.34,351.9003608810684,288.9811642930361,5 Years,24HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",18.48,29.43,3.06,9.72,In Stock,EoS,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 48-port,10year",,License,,,,,,,,,,,,
1163,FED-C9300-48E-1Y,1,"Meraki FedRamp Enterprise License for C9300-M 48-port,1year",Switches,MS License,License,48,Multi-Gig,,No,On-Prem,L2,1024,128MB,1MB,200Gbps,2.0μs,"USB, Network",48 x Multi-Gig Ethernet,Performance,CORE,2018.04,1788.957666213764,1530.508837152791,Lifetime,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",17.75,35.8,4.85,3.22,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 48-port,1year",,License,,,,,,,,,,,,
341,FED-C9300-48E-3Y,1,"Meraki FedRamp Enterprise License for C9300-M 48-port,3year",Switches,Meraki MS License,License,48,1G,,Yes,On-Prem,L3,208,256MB,4MB,100Gbps,2.0μs,"Console, Network",48 x 1G Ethernet,Premium,CORE,7308.49,6689.650140403925,5487.93958995703,5 Years,24HR,ARM 1.5GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",43.01,37.85,3.14,9.59,Out of Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 48-port,3year",,License,,,,,,,,,,,,
342,FED-C9300-48E-5Y,1,"Meraki FedRamp Enterprise License for C9300-M 48-port,5year",Switches,Meraki MS License,License,48,1G,,Yes,On-Prem,L3,662,64MB,2MB,50Gbps,2.5μs,"USB, Network",48 x 1G Ethernet,Performance,CORE,4184.6,3867.926137519279,3555.79897948882,3 Years,4HR,x86 1.8GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",21.33,26.05,1.85,13.57,Out of Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 48-port,5year",,License,,,,,,,,,,,,
1166,FED-C9300-48E-7Y,1,"Meraki FedRamp Enterprise License for C9300-M 48-port,7year",Switches,MS License,License,48,1G,,Yes,Controller,L2,329,128MB,1MB,400Gbps,2.0μs,"USB, Network",48 x 1G Ethernet,Performance,CORE,3294.49,2863.987058155563,2397.423956165735,Lifetime,Next Day,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",43.82,21.72,2.84,2.52,Limited Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRamp Enterprise License for C9300-M 48-port,7year",,License,,,,,,,,,,,,
344,FED-MS120-24-10Y,1,"Meraki FedRAMP MS120-24 ENT License and Support, 10YR",Switches,Meraki MS License,License,24,1G,,No,Cloud Managed,L2,716,128MB,8MB,50Gbps,2.0μs,"Console, USB, Network",24 x 1G Ethernet,Premium,CORE,620.16,540.4231606833788,440.7833450160884,1 Year,24HR,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",18.18,27.04,4.24,12.5,Out of Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support, 10YR",,License,,,,,,,,,,,,
1172,FED-MS120-24-1D,1,"Meraki FedRAMP MS120-24 ENT License and Support,1Day",Switches,MS License,License,24,1G,,No,Cloud Managed,L2,1151,256MB,2MB,400Gbps,1.5μs,"Console, USB, Network",24 x 1G Ethernet,Premium,CORE,2920.19,2518.362007111458,2369.934174026564,3 Years,Next Day,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",37.26,30.63,1.56,10.55,Limited Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support,1Day",,License,,,,,,,,,,,,
1168,FED-MS120-24-1Y,1,"Meraki FedRAMP MS120-24 ENT License and Support, 1YR",Switches,MS License,License,24,10G,,Yes,Cloud Managed,L2,956,256MB,8MB,200Gbps,2.5μs,"USB, Network",24 x 10G Ethernet,Essential,CORE,3256.36,2894.231983825372,2320.427558287809,3 Years,NBD,ARM 1.2GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",35.13,32.09,1.6,9.37,Limited Stock,EoL,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support, 1YR",,License,,,,,,,,,,,,
1169,FED-MS120-24-3Y,1,"Meraki FedRAMP MS120-24 ENT License and Support, 3YR",Switches,MS License,License,24,Multi-Gig,,Yes,Cloud Managed,L2,188,512MB,1MB,200Gbps,3.0μs,"Console, Network",24 x Multi-Gig Ethernet,Essential,CORE,10981.3,10346.42294336767,8464.99257094706,Lifetime,NBD,x86 1.8GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",39.89,32.13,3.29,9.61,Limited Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support, 3YR",,License,,,,,,,,,,,,
347,FED-MS120-24-5Y,1,"Meraki FedRAMP MS120-24 ENT License and Support, 5YR",Switches,Meraki MS License,License,24,1G,,No,Cloud Managed,L2,319,256MB,1MB,200Gbps,3.0μs,"Console, USB, Network",24 x 1G Ethernet,Performance,CORE,1022.57,934.3783865515504,731.1882505457511,3 Years,24HR,x86 1.8GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",22.87,30.64,2.63,10.87,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support, 5YR",,License,,,,,,,,,,,,
1171,FED-MS120-24-7Y,1,"Meraki FedRAMP MS120-24 ENT License and Support, 7YR",Switches,MS License,License,24,10G,,Yes,Cloud Managed,L2,665,64MB,4MB,50Gbps,3.0μs,"USB, Network",24 x 10G Ethernet,Essential,CORE,2348.19,2167.747826292698,1864.790387407714,1 Year,24HR,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",24.7,29.62,1.11,6.21,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24 ENT License and Support, 7YR",,License,,,,,,,,,,,,
1173,FED-MS120-24P-10Y,1,"Meraki FedRAMP MS120-24P ENT License and Support, 10YR",Switches,MS License,License,24,10G,UPOE,Yes,Cloud Managed,L2,287,512MB,4MB,200Gbps,2.0μs,"Console, Network",24 x 10G Ethernet,Performance,CORE,514.8,474.3566440404968,400.8686867896336,1 Year,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",41.24,37.96,1.54,6.87,Out of Stock,EoS,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support, 10YR",,License,,,,,,,,,,,,
1178,FED-MS120-24P-1D,1,"Meraki FedRAMP MS120-24P ENT License and Support,1Day",Switches,MS License,License,24,Multi-Gig,PoE++,Yes,Cloud Managed,L2,219,64MB,8MB,400Gbps,2.5μs,"USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,5313.53,4547.584093280787,4114.21851403904,1 Year,4HR,x86 1.0GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",27.01,23.64,3.97,4.52,Out of Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support,1Day",,License,,,,,,,,,,,,
1174,FED-MS120-24P-1Y,1,"Meraki FedRAMP MS120-24P ENT License and Support, 1YR",Switches,MS License,License,24,Multi-Gig,UPOE,Yes,Cloud Managed,L2,692,256MB,8MB,100Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,3206.18,2799.774921847265,2401.047263263049,5 Years,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",36.48,38.46,3.26,5.15,Limited Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support, 1YR",,License,,,,,,,,,,,,
1175,FED-MS120-24P-3Y,1,"Meraki FedRAMP MS120-24P ENT License and Support, 3YR",Switches,MS License,License,24,1G,UPOE,No,Cloud Managed,L2,1153,128MB,2MB,400Gbps,2.5μs,"Console, USB, Network",24 x 1G Ethernet,Performance,CORE,808.82,728.6008778389241,631.9999344321128,Lifetime,4HR,ARM 1.2GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",19.76,37.7,3.6,10.51,Limited Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support, 3YR",,License,,,,,,,,,,,,
1176,FED-MS120-24P-5Y,1,"Meraki FedRAMP MS120-24P ENT License and Support, 5YR",Switches,MS License,License,24,1G,PoE+,Yes,Cloud Managed,L2,509,256MB,2MB,400Gbps,1.5μs,"Console, Network",24 x 1G Ethernet,Premium,CORE,1287.49,1107.966269823183,1016.803572355342,Lifetime,24HR,x86 1.8GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",15.27,28.45,1.24,11.01,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support, 5YR",,License,,,,,,,,,,,,
354,FED-MS120-24P-7Y,1,"Meraki FedRAMP MS120-24P ENT License and Support, 7YR",Switches,Meraki MS License,License,24,10G,PoE++,No,Cloud Managed,L2,463,512MB,1MB,50Gbps,2.0μs,"Console, Network",24 x 10G Ethernet,Performance,CORE,2212.72,2002.527536018853,1549.526210537136,1 Year,NBD,x86 1.0GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",23.94,24.34,4.64,12.94,Limited Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-24P ENT License and Support, 7YR",,License,,,,,,,,,,,,
356,FED-MS120-48-10Y,1,"Meraki FedRAMP MS120-48 ENT License and Support, 10YR",Switches,Meraki MS License,License,48,10G,,Yes,Cloud Managed,L2,704,64MB,2MB,50Gbps,3.0μs,"USB, Network",48 x 10G Ethernet,Essential,CORE,4967.33,4595.763223022992,4072.68720112849,1 Year,24HR,ARM 1.2GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",26.84,29.9,4.38,13.14,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support, 10YR",,License,,,,,,,,,,,,
361,FED-MS120-48-1D,1,"Meraki FedRAMP MS120-48 ENT License and Support,1Day",Switches,Meraki MS License,License,48,1G,,No,Cloud Managed,L2,259,128MB,2MB,400Gbps,2.5μs,"Console, Network",48 x 1G Ethernet,Premium,CORE,591.06,556.5939822923132,491.9807174976666,5 Years,NBD,ARM 1.2GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",34.83,28.8,1.95,7.05,Limited Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support,1Day",,License,,,,,,,,,,,,
1180,FED-MS120-48-1Y,1,"Meraki FedRAMP MS120-48 ENT License and Support, 1YR",Switches,MS License,License,48,10G,,No,Cloud Managed,L2,372,256MB,1MB,200Gbps,2.0μs,"Console, USB, Network",48 x 10G Ethernet,Essential,CORE,530.85,470.3655174560835,390.1101461885954,Lifetime,24HR,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",35.69,28.46,4.16,8.53,In Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support, 1YR",,License,,,,,,,,,,,,
1181,FED-MS120-48-3Y,1,"Meraki FedRAMP MS120-48 ENT License and Support, 3YR",Switches,MS License,License,48,10G,,Yes,Cloud Managed,L2,284,256MB,2MB,400Gbps,1.5μs,"USB, Network",48 x 10G Ethernet,Essential,CORE,745.6,662.351075992273,558.1633172284886,5 Years,4HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",17.55,21.16,1.64,2.38,Out of Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support, 3YR",,License,,,,,,,,,,,,
1182,FED-MS120-48-5Y,1,"Meraki FedRAMP MS120-48 ENT License and Support, 5YR",Switches,MS License,License,48,1G,,No,Cloud Managed,L2,1192,64MB,1MB,200Gbps,3.0μs,"USB, Network",48 x 1G Ethernet,Essential,CORE,1142.99,1085.835053229644,937.6478824952362,1 Year,4HR,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",22.85,31.76,1.33,8.56,Limited Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support, 5YR",,License,,,,,,,,,,,,
1183,FED-MS120-48-7Y,1,"Meraki FedRAMP MS120-48 ENT License and Support, 7YR",Switches,MS License,License,48,Multi-Gig,,Yes,Cloud Managed,L2,1147,512MB,4MB,200Gbps,3.0μs,"Console, USB, Network",48 x Multi-Gig Ethernet,Premium,CORE,1248.35,1131.527908672009,1010.294326908904,1 Year,NBD,x86 1.8GHz,0 to 50°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",28.74,30,2.59,3.15,Out of Stock,EoL,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48 ENT License and Support, 7YR",,License,,,,,,,,,,,,
1185,FED-MS120-48FP-10Y,1,"Meraki FedRAMP MS120-48FP ENT License and Support, 10YR",Switches,MS License,License,48,10G,PoE++,No,Cloud Managed,L2,874,64MB,2MB,100Gbps,3.0μs,"Console, USB, Network",48 x 10G Ethernet,Performance,CORE,5351.67,4958.313188285693,3842.596214213027,Lifetime,4HR,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.85,21.66,1.21,4.92,Limited Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48FP ENT License and Support, 10YR",,License,,,,,,,,,,,,
1190,FED-MS120-48FP-1D,1,"Meraki FedRAMP MS120-48FP ENT License and Support,1Day",Switches,MS License,License,48,10G,UPOE,Yes,Cloud Managed,L2,1018,256MB,2MB,200Gbps,1.5μs,"Console, USB, Network",48 x 10G Ethernet,Premium,CORE,507.77,439.3280078446523,390.0665876935678,5 Years,4HR,ARM 1.2GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",20.01,28.85,2.07,4.29,In Stock,EoL,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki FedRAMP MS120-48FP ENT License and Support,1Day",,License,,,,,,,,,,,,
